"date" "actual" "fore_model_1" "fore_model_2" "error1" "error2"
"1" 2016-05-01 0.00528594716487518 0.000847470836559123 0.000220602722569109 0.00443847632831606 0.00506534444230607
"2" 2016-05-02 0.000157062205808245 0.000786594079071959 0.000183361647348178 -0.000629531873263714 -2.62994415399326e-05
"3" 2016-05-03 -0.00154064283436206 0.000767634540300124 0.000190054974516786 -0.00230827737466218 -0.00173069780887885
"4" 2016-05-04 -0.0158064882365068 0.000595986879477738 0.000190993571594231 -0.0164024751159845 -0.015997481808101
"5" 2016-05-05 -0.015002910863041 0.000700270106753607 0.000197170463290731 -0.0157031809697946 -0.0152000813263317
"6" 2016-05-06 -0.000275539679456926 0.000645539763170158 0.000159109257672653 -0.000921079442627085 -0.000434648937129579
"7" 2016-05-07 0.0183370701951002 0.00056803322346574 5.64864651737511e-05 0.0177690369716345 0.0182805837299265
"8" 2016-05-08 -0.0298687606845718 0.000444082389026665 0.000241367973470188 -0.0303128430735984 -0.030110128658042
"9" 2016-05-09 -0.00161434589847254 0.000380522404987383 0.000143900003257867 -0.00199486830345992 -0.0017582459017304
"10" 2016-05-10 0.0333515612453361 0.000385586630377819 0.00017716405599916 0.0329659746149583 0.033174397189337
"11" 2016-05-11 -0.0126337840386981 0.00040500562096616 0.000171332679494378 -0.0130387896596642 -0.0128051167181925
"12" 2016-05-12 0.00499700413481108 0.000441483375631956 0.000205748929422609 0.00455552075917912 0.00479125520538847
"13" 2016-05-13 0.00731940278211063 0.000456027715005982 0.000245285244205689 0.00686337506710465 0.00707411753790494
"14" 2016-05-14 0.0186286170326202 0.000471082507642604 0.000251836496091447 0.0181575345249776 0.0183767805365288
"15" 2016-05-15 0.00727057446432511 0.0004712645423218 0.00020561177656706 0.00679930992200331 0.00706496268775805
"16" 2016-05-16 -0.0041888973765829 0.000635352098624347 0.000197368363954059 -0.00482424947520725 -0.00438626574053696
"17" 2016-05-17 -0.0209387981785429 0.000600466750863733 7.80184622511718e-05 -0.0215392649294067 -0.0210168166407941
"18" 2016-05-18 0.0110013291988231 0.000657250528704777 1.33089718476075e-05 0.0103440786701184 0.0109880202269755
"19" 2016-05-19 0.0192600442300996 0.000758686558303808 0.000164429046587082 0.0185013576717958 0.0190956151835126
"20" 2016-05-20 0.00363194806283396 0.000733512872114144 5.50384641629828e-05 0.00289843519071981 0.00357690959867097
"21" 2016-05-21 -0.0102926998819868 0.000688278338035369 0.000132766075810666 -0.0109809782200221 -0.0104254659577974
"22" 2016-05-22 -0.0235228997446395 0.000670838261046103 0.000140430417202488 -0.0241937380056856 -0.023663330161842
"23" 2016-05-23 0.000745497190996147 0.000664654660815116 0.000299728704049662 8.0842530181031e-05 0.000445768486946485
"24" 2016-05-24 -0.0224150345878211 0.000723212398181104 0.000242769873356054 -0.0231382469860022 -0.0226578044611772
"25" 2016-05-25 0.0250202546492453 0.000769390167059843 0.000320966391627636 0.0242508644821854 0.0246992882576177
"26" 2016-05-26 0.0287895962961962 0.000745584396327125 0.000165546233317309 0.028044011899869 0.0286240500628788
"27" 2016-05-27 -0.00968484246220491 0.000644110878094857 0.000131401760526437 -0.0103289533402998 -0.00981624422273135
"28" 2016-05-28 0.0144648446488507 0.000744320077626916 0.000245812716557359 0.0137205245712238 0.0142190319322933
"29" 2016-05-29 -0.00293084169478597 0.000722260479339959 0.000228313032245712 -0.00365310217412593 -0.00315915472703168
"30" 2016-05-30 -0.0224441591539044 0.000567040575324791 0.000131708325394266 -0.0230111997292292 -0.0225758674792987
"31" 2016-05-31 0.00503784026515319 0.000599827475846668 0.000320632715661698 0.00443801278930652 0.0047172075494915
"32" 2016-06-01 -0.0171906635550716 0.00057038806934968 0.000315352205387442 -0.0177610516244213 -0.017506015760459
"33" 2016-06-02 -0.0116324209754914 0.000532937571303676 0.000326159019677083 -0.0121653585467951 -0.0119585799951685
"34" 2016-06-03 0.00681493870903438 0.000446245997993762 0.000342506633070162 0.00636869271104062 0.00647243207596422
"35" 2016-06-04 0.0257490204480835 0.00041176983901591 0.00018308809416048 0.0253372506090676 0.025565932353923
"36" 2016-06-05 -0.00126009096034707 0.00043153808039489 0.000288220516452846 -0.00169162904074196 -0.00154831147679992
"37" 2016-06-06 0.0185018038524234 0.000511290099975158 0.000314368927321961 0.0179905137524482 0.0181874349251014
"38" 2016-06-07 0.014368759260984 0.000463290889538001 0.000329956162032386 0.013905468371446 0.0140388030989516
"39" 2016-06-08 0.0149044028870851 0.000368864076629625 0.000289602505345102 0.0145355388104554 0.01461480038174
"40" 2016-06-09 0.00604727442858 0.000353758567169545 0.000140366802109819 0.00569351586141045 0.00590690762647018
"41" 2016-06-10 0.00810878406194249 0.000407535269242972 0.000283429179355071 0.00770124879269951 0.00782535488258742
"42" 2016-06-11 -0.00800559782442889 0.000507129031672951 0.000208158846061522 -0.00851272685610184 -0.00821375667049041
"43" 2016-06-12 -0.0133159719905898 0.000497628917445254 0.000185307710704864 -0.013813600908035 -0.0135012797012946
"44" 2016-06-13 -0.00153149011907594 0.000579273176768318 0.000272002522854492 -0.00211076329584426 -0.00180349264193043
"45" 2016-06-14 0.00466743541210413 0.000466292452897135 0.000315002964396143 0.00420114295920699 0.00435243244770798
"46" 2016-06-15 0.0172085601221461 0.000326546035609822 0.000329129884822171 0.0168820140865363 0.0168794302373239
"47" 2016-06-16 -0.00348104027799145 0.000377891393671881 0.000291934219997664 -0.00385893167166334 -0.00377297449798912
"48" 2016-06-17 0.009271285671133 0.000311736958165802 0.000356467684780337 0.0089595487129672 0.00891481798635266
